target	pattern_matching_similarity	histogram_similarity	matching_top_left	matching_bottom_right
Gdi32_@BIZ UD僑僔僢僋_SHIFTJIS_CHARSET.png	0.2645878493785858	1.0	(81, 23)	(159, 60)
Gdi32_@BIZ UD柧挬 Medium_ANSI_CHARSET.png	0.3570713698863983	1.0	(5, 26)	(83, 63)
Gdi32_@BIZ UD柧挬 Medium_SHIFTJIS_CHARSET.png	0.3570713698863983	1.0	(5, 26)	(83, 63)
Gdi32_@DengXian Light_ANSI_CHARSET.png	0.44002658128738403	1.0	(38, 26)	(118, 64)
Gdi32_@DengXian Light_EASTEUROPE_CHARSET.png	0.44002658128738403	1.0	(38, 26)	(118, 64)
Gdi32_@DengXian Light_GB2312_CHARSET.png	0.44002658128738403	1.0	(38, 26)	(118, 64)
Gdi32_@DengXian Light_GREEK_CHARSET.png	0.44002658128738403	1.0	(38, 26)	(118, 64)
Gdi32_@DengXian Light_RUSSIAN_CHARSET.png	0.44002658128738403	1.0	(38, 26)	(118, 64)
Gdi32_@DengXian_ANSI_CHARSET.png	0.496648907661438	1.0	(40, 26)	(120, 64)
Gdi32_@DengXian_EASTEUROPE_CHARSET.png	0.496648907661438	1.0	(40, 26)	(120, 64)
Gdi32_@DengXian_GB2312_CHARSET.png	0.496648907661438	1.0	(40, 26)	(120, 64)
Gdi32_@DengXian_GREEK_CHARSET.png	0.496648907661438	1.0	(40, 26)	(120, 64)
Gdi32_@DengXian_RUSSIAN_CHARSET.png	0.496648907661438	1.0	(40, 26)	(120, 64)
Gdi32_@DotumChe_ANSI_CHARSET.png	0.30705827474594116	1.0	(5, 25)	(83, 62)
Gdi32_@DotumChe_BALTIC_CHARSET.png	0.30705827474594116	1.0	(5, 25)	(83, 62)
Gdi32_@DotumChe_EASTEUROPE_CHARSET.png	0.30705827474594116	1.0	(5, 25)	(83, 62)
Gdi32_@DotumChe_GREEK_CHARSET.png	0.30705827474594116	1.0	(5, 25)	(83, 62)
Gdi32_@DotumChe_HANGEUL_CHARSET.png	0.30705827474594116	1.0	(5, 25)	(83, 62)
Gdi32_@DotumChe_RUSSIAN_CHARSET.png	0.30705827474594116	1.0	(5, 25)	(83, 62)
Gdi32_@DotumChe_TURKISH_CHARSET.png	0.30705827474594116	1.0	(5, 25)	(83, 62)
Gdi32_@Dotum_ANSI_CHARSET.png	0.7572861313819885	1.0	(45, 25)	(123, 62)
Gdi32_@Dotum_BALTIC_CHARSET.png	0.7572861313819885	1.0	(45, 25)	(123, 62)
Gdi32_@Dotum_EASTEUROPE_CHARSET.png	0.7572861313819885	1.0	(45, 25)	(123, 62)
Gdi32_@Dotum_GREEK_CHARSET.png	0.7572861313819885	1.0	(45, 25)	(123, 62)
Gdi32_@Dotum_HANGEUL_CHARSET.png	0.7572861313819885	1.0	(45, 25)	(123, 62)
Gdi32_@Dotum_RUSSIAN_CHARSET.png	0.7572861313819885	1.0	(45, 25)	(123, 62)
Gdi32_@Dotum_TURKISH_CHARSET.png	0.7572861313819885	1.0	(45, 25)	(123, 62)
Gdi32_@FangSong_ANSI_CHARSET.png	0.2900904715061188	1.0	(81, 27)	(159, 64)
Gdi32_@FangSong_GB2312_CHARSET.png	0.2900904715061188	1.0	(81, 27)	(159, 64)
Gdi32_@FixedSys_SHIFTJIS_CHARSET.png	0.3887108266353607	1.0	(29, 17)	(73, 38)
Gdi32_@GulimChe_ANSI_CHARSET.png	0.30180224776268005	1.0	(81, 25)	(159, 62)
Gdi32_@GulimChe_BALTIC_CHARSET.png	0.30180224776268005	1.0	(81, 25)	(159, 62)
Gdi32_@GulimChe_EASTEUROPE_CHARSET.png	0.30180224776268005	1.0	(81, 25)	(159, 62)
Gdi32_@GulimChe_GREEK_CHARSET.png	0.30180224776268005	1.0	(81, 25)	(159, 62)
Gdi32_@GulimChe_HANGEUL_CHARSET.png	0.30180224776268005	1.0	(81, 25)	(159, 62)
Gdi32_@GulimChe_RUSSIAN_CHARSET.png	0.30180224776268005	1.0	(81, 25)	(159, 62)
Gdi32_@GulimChe_TURKISH_CHARSET.png	0.30180224776268005	1.0	(81, 25)	(159, 62)
Gdi32_@Gulim_ANSI_CHARSET.png	0.7325494289398193	1.0	(45, 25)	(123, 62)
Gdi32_@Gulim_BALTIC_CHARSET.png	0.7325494289398193	1.0	(45, 25)	(123, 62)
Gdi32_@Gulim_EASTEUROPE_CHARSET.png	0.7325494289398193	1.0	(45, 25)	(123, 62)
Gdi32_@Gulim_GREEK_CHARSET.png	0.7325494289398193	1.0	(45, 25)	(123, 62)
Gdi32_@Gulim_HANGEUL_CHARSET.png	0.7325494289398193	1.0	(45, 25)	(123, 62)
Gdi32_@Gulim_RUSSIAN_CHARSET.png	0.7325494289398193	1.0	(45, 25)	(123, 62)
Gdi32_@Gulim_TURKISH_CHARSET.png	0.7325494289398193	1.0	(45, 25)	(123, 62)
Gdi32_@GungsuhChe_ANSI_CHARSET.png	0.3813697397708893	1.0	(53, 25)	(131, 62)
Gdi32_@GungsuhChe_BALTIC_CHARSET.png	0.3813697397708893	1.0	(53, 25)	(131, 62)
Gdi32_@GungsuhChe_EASTEUROPE_CHARSET.png	0.3813697397708893	1.0	(53, 25)	(131, 62)
Gdi32_@GungsuhChe_GREEK_CHARSET.png	0.3813697397708893	1.0	(53, 25)	(131, 62)
Gdi32_@GungsuhChe_HANGEUL_CHARSET.png	0.3813697397708893	1.0	(53, 25)	(131, 62)
Gdi32_@GungsuhChe_RUSSIAN_CHARSET.png	0.3813697397708893	1.0	(53, 25)	(131, 62)
Gdi32_@GungsuhChe_TURKISH_CHARSET.png	0.3813697397708893	1.0	(53, 25)	(131, 62)
Gdi32_@Gungsuh_ANSI_CHARSET.png	0.4524122178554535	1.0	(44, 25)	(122, 62)
Gdi32_@Gungsuh_BALTIC_CHARSET.png	0.4524122178554535	1.0	(44, 25)	(122, 62)
Gdi32_@Gungsuh_EASTEUROPE_CHARSET.png	0.4524122178554535	1.0	(44, 25)	(122, 62)
Gdi32_@Gungsuh_GREEK_CHARSET.png	0.4524122178554535	1.0	(44, 25)	(122, 62)
Gdi32_@Gungsuh_HANGEUL_CHARSET.png	0.4524122178554535	1.0	(44, 25)	(122, 62)
Gdi32_@Gungsuh_RUSSIAN_CHARSET.png	0.4524122178554535	1.0	(44, 25)	(122, 62)
Gdi32_@Gungsuh_TURKISH_CHARSET.png	0.4524122178554535	1.0	(44, 25)	(122, 62)
Gdi32_@HGP憂塸妏恨集窾B_ANSI_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGP憂塸妏恨集窾B_BALTIC_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGP憂塸妏恨集窾B_EASTEUROPE_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGP憂塸妏恨集窾B_GREEK_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGP憂塸妏恨集窾B_RUSSIAN_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGP憂塸妏恨集窾B_SHIFTJIS_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGP憂塸妏恨集窾B_TURKISH_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGP憂塸妏芜邞蘝ANSI_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGP憂塸妏芜邞蘝BALTIC_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGP憂塸妏芜邞蘝EASTEUROPE_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGP憂塸妏芜邞蘝GREEK_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGP憂塸妏芜邞蘝RUSSIAN_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGP憂塸妏芜邞蘝SHIFTJIS_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGP憂塸妏芜邞蘝TURKISH_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGP憂塸踢诰掭紼B_SHIFTJIS_CHARSET.png	0.3590252101421356	1.0	(30, 27)	(108, 64)
Gdi32_@HGP嫵壢彂懱_SHIFTJIS_CHARSET.png	0.23328009247779846	1.0	(28, 25)	(106, 62)
Gdi32_@HGP柧挬B_SHIFTJIS_CHARSET.png	0.43170562386512756	1.0	(44, 26)	(122, 63)
Gdi32_@HGP柧挬E_ANSI_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGP柧挬E_BALTIC_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGP柧挬E_EASTEUROPE_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGP柧挬E_GREEK_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGP柧挬E_RUSSIAN_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGP柧挬E_SHIFTJIS_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGP柧挬E_TURKISH_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGP峴彂懱_SHIFTJIS_CHARSET.png	0.3501428961753845	1.0	(39, 26)	(117, 63)
Gdi32_@HGP恨集窫_ANSI_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGP恨集窫_BALTIC_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGP恨集窫_EASTEUROPE_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGP恨集窫_GREEK_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGP恨集窫_RUSSIAN_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGP恨集窫_SHIFTJIS_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGP恨集窫_TURKISH_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGP恨集窶_SHIFTJIS_CHARSET.png	0.3846874237060547	1.0	(37, 25)	(115, 62)
Gdi32_@HGS憂塸妏恨集窾B_ANSI_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGS憂塸妏恨集窾B_BALTIC_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGS憂塸妏恨集窾B_EASTEUROPE_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGS憂塸妏恨集窾B_GREEK_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGS憂塸妏恨集窾B_RUSSIAN_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGS憂塸妏恨集窾B_SHIFTJIS_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGS憂塸妏恨集窾B_TURKISH_CHARSET.png	0.5930189490318298	1.0	(42, 26)	(120, 63)
Gdi32_@HGS憂塸妏芜邞蘝ANSI_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGS憂塸妏芜邞蘝BALTIC_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGS憂塸妏芜邞蘝EASTEUROPE_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGS憂塸妏芜邞蘝GREEK_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGS憂塸妏芜邞蘝RUSSIAN_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGS憂塸妏芜邞蘝SHIFTJIS_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGS憂塸妏芜邞蘝TURKISH_CHARSET.png	0.5729097723960876	1.0	(43, 25)	(121, 62)
Gdi32_@HGS憂塸踢诰掭紼B_SHIFTJIS_CHARSET.png	0.3590252101421356	1.0	(30, 27)	(108, 64)
Gdi32_@HGS嫵壢彂懱_SHIFTJIS_CHARSET.png	0.23328009247779846	1.0	(28, 25)	(106, 62)
Gdi32_@HGS柧挬B_SHIFTJIS_CHARSET.png	0.43170562386512756	1.0	(44, 26)	(122, 63)
Gdi32_@HGS柧挬E_ANSI_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGS柧挬E_BALTIC_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGS柧挬E_EASTEUROPE_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGS柧挬E_GREEK_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGS柧挬E_RUSSIAN_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGS柧挬E_SHIFTJIS_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGS柧挬E_TURKISH_CHARSET.png	0.47498929500579834	1.0	(43, 26)	(121, 63)
Gdi32_@HGS峴彂懱_SHIFTJIS_CHARSET.png	0.3501428961753845	1.0	(39, 26)	(117, 63)
Gdi32_@HGS恨集窫_ANSI_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGS恨集窫_BALTIC_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGS恨集窫_EASTEUROPE_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGS恨集窫_GREEK_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGS恨集窫_RUSSIAN_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGS恨集窫_SHIFTJIS_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGS恨集窫_TURKISH_CHARSET.png	0.47321754693984985	1.0	(38, 25)	(116, 62)
Gdi32_@HGS恨集窶_SHIFTJIS_CHARSET.png	0.3846874237060547	1.0	(37, 25)	(115, 62)
Gdi32_@HG娵恨集窶-PRO_ANSI_CHARSET.png	0.4456842541694641	1.0	(49, 26)	(127, 63)
Gdi32_@HG娵恨集窶-PRO_BALTIC_CHARSET.png	0.4456842541694641	1.0	(49, 26)	(127, 63)
Gdi32_@HG娵恨集窶-PRO_EASTEUROPE_CHARSET.png	0.4456842541694641	1.0	(49, 26)	(127, 63)
Gdi32_@HG娵恨集窶-PRO_GREEK_CHARSET.png	0.4456842541694641	1.0	(49, 26)	(127, 63)
Gdi32_@HG娵恨集窶-PRO_RUSSIAN_CHARSET.png	0.4456842541694641	1.0	(49, 26)	(127, 63)
Gdi32_@HG娵恨集窶-PRO_SHIFTJIS_CHARSET.png	0.4456842541694641	1.0	(49, 26)	(127, 63)
Gdi32_@HG娵恨集窶-PRO_TURKISH_CHARSET.png	0.4456842541694641	1.0	(49, 26)	(127, 63)
Gdi32_@HG憂塸妏恨集窾B_ANSI_CHARSET.png	0.3123200833797455	1.0	(81, 25)	(159, 62)
Gdi32_@HG憂塸妏恨集窾B_BALTIC_CHARSET.png	0.3123200833797455	1.0	(81, 25)	(159, 62)
Gdi32_@HG憂塸妏恨集窾B_EASTEUROPE_CHARSET.png	0.3123200833797455	1.0	(81, 25)	(159, 62)
Gdi32_@HG憂塸妏恨集窾B_GREEK_CHARSET.png	0.3123200833797455	1.0	(81, 25)	(159, 62)
Gdi32_@HG憂塸妏恨集窾B_RUSSIAN_CHARSET.png	0.3123200833797455	1.0	(81, 25)	(159, 62)
Gdi32_@HG憂塸妏恨集窾B_SHIFTJIS_CHARSET.png	0.3123200833797455	1.0	(81, 25)	(159, 62)
Gdi32_@HG憂塸妏恨集窾B_TURKISH_CHARSET.png	0.3123200833797455	1.0	(81, 25)	(159, 62)
Gdi32_@HG憂塸妏芜邞蘝ANSI_CHARSET.png	0.3556741774082184	1.0	(5, 25)	(83, 62)
Gdi32_@HG憂塸妏芜邞蘝BALTIC_CHARSET.png	0.3556741774082184	1.0	(5, 25)	(83, 62)
Gdi32_@HG憂塸妏芜邞蘝EASTEUROPE_CHARSET.png	0.3556741774082184	1.0	(5, 25)	(83, 62)
Gdi32_@HG憂塸妏芜邞蘝GREEK_CHARSET.png	0.3556741774082184	1.0	(5, 25)	(83, 62)
Gdi32_@HG憂塸妏芜邞蘝RUSSIAN_CHARSET.png	0.3556741774082184	1.0	(5, 25)	(83, 62)
Gdi32_@HG憂塸妏芜邞蘝SHIFTJIS_CHARSET.png	0.3556741774082184	1.0	(5, 25)	(83, 62)
Gdi32_@HG憂塸妏芜邞蘝TURKISH_CHARSET.png	0.3556741774082184	1.0	(5, 25)	(83, 62)
Gdi32_@HG憂塸踢诰掭紼B_SHIFTJIS_CHARSET.png	0.3460524380207062	1.0	(81, 26)	(159, 63)
Gdi32_@HG嫵壢彂懱_SHIFTJIS_CHARSET.png	0.28168579936027527	1.0	(81, 25)	(159, 62)
Gdi32_@HG柧挬B_SHIFTJIS_CHARSET.png	0.33458220958709717	1.0	(82, 26)	(160, 63)
Gdi32_@HG柧挬E_ANSI_CHARSET.png	0.37021371722221375	1.0	(5, 26)	(83, 63)
Gdi32_@HG柧挬E_BALTIC_CHARSET.png	0.37021371722221375	1.0	(5, 26)	(83, 63)
Gdi32_@HG柧挬E_EASTEUROPE_CHARSET.png	0.37021371722221375	1.0	(5, 26)	(83, 63)
Gdi32_@HG柧挬E_GREEK_CHARSET.png	0.37021371722221375	1.0	(5, 26)	(83, 63)
Gdi32_@HG柧挬E_RUSSIAN_CHARSET.png	0.37021371722221375	1.0	(5, 26)	(83, 63)
Gdi32_@HG柧挬E_SHIFTJIS_CHARSET.png	0.37021371722221375	1.0	(5, 26)	(83, 63)
Gdi32_@HG柧挬E_TURKISH_CHARSET.png	0.37021371722221375	1.0	(5, 26)	(83, 63)
Gdi32_@HG惓灢彂懱-PRO_SHIFTJIS_CHARSET.png	0.3918837010860443	1.0	(47, 27)	(125, 64)
Gdi32_@HG峴彂懱_SHIFTJIS_CHARSET.png	0.2915157377719879	1.0	(81, 25)	(159, 62)
Gdi32_@HG恨集窫_ANSI_CHARSET.png	0.3593960106372833	1.0	(81, 25)	(159, 62)
Gdi32_@HG恨集窫_BALTIC_CHARSET.png	0.3593960106372833	1.0	(81, 25)	(159, 62)
Gdi32_@HG恨集窫_EASTEUROPE_CHARSET.png	0.3593960106372833	1.0	(81, 25)	(159, 62)
Gdi32_@HG恨集窫_GREEK_CHARSET.png	0.3593960106372833	1.0	(81, 25)	(159, 62)
Gdi32_@HG恨集窫_RUSSIAN_CHARSET.png	0.3593960106372833	1.0	(81, 25)	(159, 62)
Gdi32_@HG恨集窫_SHIFTJIS_CHARSET.png	0.3593960106372833	1.0	(81, 25)	(159, 62)
Gdi32_@HG恨集窫_TURKISH_CHARSET.png	0.3593960106372833	1.0	(81, 25)	(159, 62)
Gdi32_@HG恨集窶_SHIFTJIS_CHARSET.png	0.3092307448387146	1.0	(81, 26)	(159, 63)
Gdi32_@KaiTi_ANSI_CHARSET.png	0.30847302079200745	1.0	(81, 25)	(159, 62)
Gdi32_@KaiTi_GB2312_CHARSET.png	0.30847302079200745	1.0	(81, 25)	(159, 62)
Gdi32_@Malgun Gothic Semilight_ANSI_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_BALTIC_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_CHINESEBIG5_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_GB2312_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_GREEK_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_HANGEUL_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_HEBREW_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_JOHAB_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_RUSSIAN_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_SHIFTJIS_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_TURKISH_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic Semilight_VIETNAMESE_CHARSET.png	0.230799600481987	1.0	(25, 29)	(132, 78)
Gdi32_@Malgun Gothic_ANSI_CHARSET.png	0.2660287916660309	1.0	(48, 32)	(155, 81)
Gdi32_@Malgun Gothic_HANGEUL_CHARSET.png	0.2660287916660309	1.0	(48, 32)	(155, 81)
Gdi32_@Meiryo UI_ANSI_CHARSET.png	0.3257419764995575	1.0	(51, 31)	(154, 78)
Gdi32_@Meiryo UI_BALTIC_CHARSET.png	0.3257419764995575	1.0	(51, 31)	(154, 78)
Gdi32_@Meiryo UI_EASTEUROPE_CHARSET.png	0.3257419764995575	1.0	(51, 31)	(154, 78)
Gdi32_@Meiryo UI_GREEK_CHARSET.png	0.3257419764995575	1.0	(51, 31)	(154, 78)
Gdi32_@Meiryo UI_RUSSIAN_CHARSET.png	0.3257419764995575	1.0	(51, 31)	(154, 78)
Gdi32_@Meiryo UI_SHIFTJIS_CHARSET.png	0.3257419764995575	1.0	(51, 31)	(154, 78)
Gdi32_@Meiryo UI_TURKISH_CHARSET.png	0.3257419764995575	1.0	(51, 31)	(154, 78)
Gdi32_@Microsoft JhengHei Light_ANSI_CHARSET.png	0.31124019622802734	1.0	(53, 30)	(160, 79)
Gdi32_@Microsoft JhengHei Light_CHINESEBIG5_CHARSET.png	0.31124019622802734	1.0	(53, 30)	(160, 79)
Gdi32_@Microsoft JhengHei Light_GREEK_CHARSET.png	0.31124019622802734	1.0	(53, 30)	(160, 79)
Gdi32_@Microsoft JhengHei UI Light_ANSI_CHARSET.png	0.25165700912475586	1.0	(35, 28)	(138, 75)
Gdi32_@Microsoft JhengHei UI Light_CHINESEBIG5_CHARSET.png	0.25165700912475586	1.0	(35, 28)	(138, 75)
Gdi32_@Microsoft JhengHei UI Light_GREEK_CHARSET.png	0.25165700912475586	1.0	(35, 28)	(138, 75)
Gdi32_@Microsoft JhengHei UI_ANSI_CHARSET.png	0.35953840613365173	1.0	(50, 29)	(153, 76)
Gdi32_@Microsoft JhengHei UI_CHINESEBIG5_CHARSET.png	0.35953840613365173	1.0	(50, 29)	(153, 76)
Gdi32_@Microsoft JhengHei UI_GREEK_CHARSET.png	0.35953840613365173	1.0	(50, 29)	(153, 76)
Gdi32_@Microsoft JhengHei_ANSI_CHARSET.png	0.37965214252471924	1.0	(54, 30)	(161, 79)
Gdi32_@Microsoft JhengHei_CHINESEBIG5_CHARSET.png	0.37965214252471924	1.0	(54, 30)	(161, 79)
Gdi32_@Microsoft JhengHei_GREEK_CHARSET.png	0.37965214252471924	1.0	(54, 30)	(161, 79)
Gdi32_@Microsoft YaHei Light_ANSI_CHARSET.png	0.3208034336566925	1.0	(48, 30)	(151, 77)
Gdi32_@Microsoft YaHei Light_EASTEUROPE_CHARSET.png	0.3208034336566925	1.0	(48, 30)	(151, 77)
Gdi32_@Microsoft YaHei Light_GB2312_CHARSET.png	0.3208034336566925	1.0	(48, 30)	(151, 77)
Gdi32_@Microsoft YaHei Light_GREEK_CHARSET.png	0.3208034336566925	1.0	(48, 30)	(151, 77)
Gdi32_@Microsoft YaHei Light_RUSSIAN_CHARSET.png	0.3208034336566925	1.0	(48, 30)	(151, 77)
Gdi32_@Microsoft YaHei Light_TURKISH_CHARSET.png	0.3208034336566925	1.0	(48, 30)	(151, 77)
Gdi32_@Microsoft YaHei UI Light_ANSI_CHARSET.png	0.30689600110054016	1.0	(49, 31)	(153, 79)
Gdi32_@Microsoft YaHei UI Light_EASTEUROPE_CHARSET.png	0.30689600110054016	1.0	(49, 31)	(153, 79)
Gdi32_@Microsoft YaHei UI Light_GB2312_CHARSET.png	0.30689600110054016	1.0	(49, 31)	(153, 79)
Gdi32_@Microsoft YaHei UI Light_GREEK_CHARSET.png	0.30689600110054016	1.0	(49, 31)	(153, 79)
Gdi32_@Microsoft YaHei UI Light_RUSSIAN_CHARSET.png	0.30689600110054016	1.0	(49, 31)	(153, 79)
Gdi32_@Microsoft YaHei UI Light_TURKISH_CHARSET.png	0.30689600110054016	1.0	(49, 31)	(153, 79)
Gdi32_@Microsoft YaHei UI_ANSI_CHARSET.png	0.4122699201107025	1.0	(52, 31)	(155, 78)
Gdi32_@Microsoft YaHei UI_EASTEUROPE_CHARSET.png	0.4122699201107025	1.0	(52, 31)	(155, 78)
Gdi32_@Microsoft YaHei UI_GB2312_CHARSET.png	0.4122699201107025	1.0	(52, 31)	(155, 78)
Gdi32_@Microsoft YaHei UI_GREEK_CHARSET.png	0.4122699201107025	1.0	(52, 31)	(155, 78)
